date,areaType,areaCode,areaName,cumCasesBySpecimenDate,cumDeathsByDeathDate,newCasesBySpecimenDate,newDeathsByDeathDate
"2020-09-16",region,E12000003,Yorkshire and The Humber,42672,4358,545,9
"2020-09-15",region,E12000003,Yorkshire and The Humber,42127,4349,419,5
"2020-09-14",region,E12000003,Yorkshire and The Humber,41708,4344,387,6
"2020-09-13",region,E12000003,Yorkshire and The Humber,41321,4338,297,6
"2020-09-12",region,E12000003,Yorkshire and The Humber,41024,4332,314,11
"2020-09-11",region,E12000003,Yorkshire and The Humber,40710,4321,384,7
"2020-09-10",region,E12000003,Yorkshire and The Humber,40326,4314,461,6
"2020-09-09",region,E12000003,Yorkshire and The Humber,39865,4308,393,5
"2020-09-08",region,E12000003,Yorkshire and The Humber,39472,4303,381,7
"2020-09-07",region,E12000003,Yorkshire and The Humber,39091,4296,525,6
"2020-09-06",region,E12000003,Yorkshire and The Humber,38566,4290,305,6
"2020-09-05",region,E12000003,Yorkshire and The Humber,38261,4284,312,7
"2020-09-04",region,E12000003,Yorkshire and The Humber,37949,4277,303,8
"2020-09-03",region,E12000003,Yorkshire and The Humber,37646,4269,335,5
"2020-09-02",region,E12000003,Yorkshire and The Humber,37311,4264,373,10
"2020-09-01",region,E12000003,Yorkshire and The Humber,36938,4254,264,6
"2020-08-31",region,E12000003,Yorkshire and The Humber,36674,4248,192,3
"2020-08-30",region,E12000003,Yorkshire and The Humber,36482,4245,143,4
"2020-08-29",region,E12000003,Yorkshire and The Humber,36339,4241,170,7
"2020-08-28",region,E12000003,Yorkshire and The Humber,36169,4234,161,4
"2020-08-27",region,E12000003,Yorkshire and The Humber,36008,4230,199,4
"2020-08-26",region,E12000003,Yorkshire and The Humber,35809,4226,119,5
"2020-08-25",region,E12000003,Yorkshire and The Humber,35690,4221,135,6
"2020-08-24",region,E12000003,Yorkshire and The Humber,35555,4215,131,5
"2020-08-23",region,E12000003,Yorkshire and The Humber,35424,4210,93,5
"2020-08-22",region,E12000003,Yorkshire and The Humber,35331,4205,89,4
"2020-08-21",region,E12000003,Yorkshire and The Humber,35242,4201,129,9
"2020-08-20",region,E12000003,Yorkshire and The Humber,35113,4192,165,6
"2020-08-19",region,E12000003,Yorkshire and The Humber,34948,4186,140,6
"2020-08-18",region,E12000003,Yorkshire and The Humber,34808,4180,122,8
"2020-08-17",region,E12000003,Yorkshire and The Humber,34686,4172,126,6
"2020-08-16",region,E12000003,Yorkshire and The Humber,34560,4166,79,4
"2020-08-15",region,E12000003,Yorkshire and The Humber,34481,4162,108,9
"2020-08-14",region,E12000003,Yorkshire and The Humber,34373,4153,161,4
"2020-08-13",region,E12000003,Yorkshire and The Humber,34212,4149,179,7
"2020-08-12",region,E12000003,Yorkshire and The Humber,34033,4142,171,7
"2020-08-11",region,E12000003,Yorkshire and The Humber,33862,4135,185,9
"2020-08-10",region,E12000003,Yorkshire and The Humber,33677,4126,221,7
"2020-08-09",region,E12000003,Yorkshire and The Humber,33456,4119,97,6
"2020-08-08",region,E12000003,Yorkshire and The Humber,33359,4113,104,3
"2020-08-07",region,E12000003,Yorkshire and The Humber,33255,4110,120,1
"2020-08-06",region,E12000003,Yorkshire and The Humber,33135,4109,177,5
"2020-08-05",region,E12000003,Yorkshire and The Humber,32958,4104,157,6
"2020-08-04",region,E12000003,Yorkshire and The Humber,32801,4098,146,7
"2020-08-03",region,E12000003,Yorkshire and The Humber,32655,4091,144,5
"2020-08-02",region,E12000003,Yorkshire and The Humber,32511,4086,85,6
"2020-08-01",region,E12000003,Yorkshire and The Humber,32426,4080,81,10
"2020-07-31",region,E12000003,Yorkshire and The Humber,32345,4070,99,6
"2020-07-30",region,E12000003,Yorkshire and The Humber,32246,4064,140,4
"2020-07-29",region,E12000003,Yorkshire and The Humber,32106,4060,163,5
"2020-07-28",region,E12000003,Yorkshire and The Humber,31943,4055,150,11
"2020-07-27",region,E12000003,Yorkshire and The Humber,31793,4044,143,4
"2020-07-26",region,E12000003,Yorkshire and The Humber,31650,4040,91,8
"2020-07-25",region,E12000003,Yorkshire and The Humber,31559,4032,88,5
"2020-07-24",region,E12000003,Yorkshire and The Humber,31471,4027,108,9
"2020-07-23",region,E12000003,Yorkshire and The Humber,31363,4018,106,6
"2020-07-22",region,E12000003,Yorkshire and The Humber,31257,4012,103,8
"2020-07-21",region,E12000003,Yorkshire and The Humber,31154,4004,100,10
"2020-07-20",region,E12000003,Yorkshire and The Humber,31054,3994,115,7
"2020-07-19",region,E12000003,Yorkshire and The Humber,30939,3987,101,7
"2020-07-18",region,E12000003,Yorkshire and The Humber,30838,3980,97,7
"2020-07-17",region,E12000003,Yorkshire and The Humber,30741,3973,100,7
"2020-07-16",region,E12000003,Yorkshire and The Humber,30641,3966,86,4
"2020-07-15",region,E12000003,Yorkshire and The Humber,30555,3962,119,7
"2020-07-14",region,E12000003,Yorkshire and The Humber,30436,3955,133,9
"2020-07-13",region,E12000003,Yorkshire and The Humber,30303,3946,135,13
"2020-07-12",region,E12000003,Yorkshire and The Humber,30168,3933,98,7
"2020-07-11",region,E12000003,Yorkshire and The Humber,30070,3926,86,6
"2020-07-10",region,E12000003,Yorkshire and The Humber,29984,3920,92,11
"2020-07-09",region,E12000003,Yorkshire and The Humber,29892,3909,97,6
"2020-07-08",region,E12000003,Yorkshire and The Humber,29795,3903,126,11
"2020-07-07",region,E12000003,Yorkshire and The Humber,29669,3892,103,7
"2020-07-06",region,E12000003,Yorkshire and The Humber,29566,3885,120,6
"2020-07-05",region,E12000003,Yorkshire and The Humber,29446,3879,90,7
"2020-07-04",region,E12000003,Yorkshire and The Humber,29356,3872,77,13
"2020-07-03",region,E12000003,Yorkshire and The Humber,29279,3859,106,8
"2020-07-02",region,E12000003,Yorkshire and The Humber,29173,3851,104,12
"2020-07-01",region,E12000003,Yorkshire and The Humber,29069,3839,131,6
"2020-06-30",region,E12000003,Yorkshire and The Humber,28938,3833,112,17
"2020-06-29",region,E12000003,Yorkshire and The Humber,28826,3816,133,8
"2020-06-28",region,E12000003,Yorkshire and The Humber,28693,3808,97,10
"2020-06-27",region,E12000003,Yorkshire and The Humber,28596,3798,149,9
"2020-06-26",region,E12000003,Yorkshire and The Humber,28447,3789,152,15
"2020-06-25",region,E12000003,Yorkshire and The Humber,28295,3774,143,13
"2020-06-24",region,E12000003,Yorkshire and The Humber,28152,3761,156,23
"2020-06-23",region,E12000003,Yorkshire and The Humber,27996,3738,172,15
"2020-06-22",region,E12000003,Yorkshire and The Humber,27824,3723,156,13
"2020-06-21",region,E12000003,Yorkshire and The Humber,27668,3710,116,12
"2020-06-20",region,E12000003,Yorkshire and The Humber,27552,3698,163,10
"2020-06-19",region,E12000003,Yorkshire and The Humber,27389,3688,203,7
"2020-06-18",region,E12000003,Yorkshire and The Humber,27186,3681,258,17
"2020-06-17",region,E12000003,Yorkshire and The Humber,26928,3664,230,15
"2020-06-16",region,E12000003,Yorkshire and The Humber,26698,3649,216,8
"2020-06-15",region,E12000003,Yorkshire and The Humber,26482,3641,189,19
"2020-06-14",region,E12000003,Yorkshire and The Humber,26293,3622,159,18
"2020-06-13",region,E12000003,Yorkshire and The Humber,26134,3604,193,12
"2020-06-12",region,E12000003,Yorkshire and The Humber,25941,3592,246,17
"2020-06-11",region,E12000003,Yorkshire and The Humber,25695,3575,197,18
"2020-06-10",region,E12000003,Yorkshire and The Humber,25498,3557,226,20
"2020-06-09",region,E12000003,Yorkshire and The Humber,25272,3537,173,22
"2020-06-08",region,E12000003,Yorkshire and The Humber,25099,3515,188,18
"2020-06-07",region,E12000003,Yorkshire and The Humber,24911,3497,149,16
"2020-06-06",region,E12000003,Yorkshire and The Humber,24762,3481,121,25
"2020-06-05",region,E12000003,Yorkshire and The Humber,24641,3456,155,21
"2020-06-04",region,E12000003,Yorkshire and The Humber,24486,3435,179,22
"2020-06-03",region,E12000003,Yorkshire and The Humber,24307,3413,206,27
"2020-06-02",region,E12000003,Yorkshire and The Humber,24101,3386,197,27
"2020-06-01",region,E12000003,Yorkshire and The Humber,23904,3359,191,28
"2020-05-31",region,E12000003,Yorkshire and The Humber,23713,3331,177,23
"2020-05-30",region,E12000003,Yorkshire and The Humber,23536,3308,164,29
"2020-05-29",region,E12000003,Yorkshire and The Humber,23372,3279,199,30
"2020-05-28",region,E12000003,Yorkshire and The Humber,23173,3249,274,31
"2020-05-27",region,E12000003,Yorkshire and The Humber,22899,3218,254,28
"2020-05-26",region,E12000003,Yorkshire and The Humber,22645,3190,232,30
"2020-05-25",region,E12000003,Yorkshire and The Humber,22413,3160,254,35
"2020-05-24",region,E12000003,Yorkshire and The Humber,22159,3125,204,29
"2020-05-23",region,E12000003,Yorkshire and The Humber,21955,3096,235,27
"2020-05-22",region,E12000003,Yorkshire and The Humber,21720,3069,267,35
"2020-05-21",region,E12000003,Yorkshire and The Humber,21453,3034,383,28
"2020-05-20",region,E12000003,Yorkshire and The Humber,21070,3006,295,33
"2020-05-19",region,E12000003,Yorkshire and The Humber,20775,2973,388,30
"2020-05-18",region,E12000003,Yorkshire and The Humber,20387,2943,261,36
"2020-05-17",region,E12000003,Yorkshire and The Humber,20126,2907,244,30
"2020-05-16",region,E12000003,Yorkshire and The Humber,19882,2877,259,40
"2020-05-15",region,E12000003,Yorkshire and The Humber,19623,2837,337,48
"2020-05-14",region,E12000003,Yorkshire and The Humber,19286,2789,355,43
"2020-05-13",region,E12000003,Yorkshire and The Humber,18931,2746,405,40
"2020-05-12",region,E12000003,Yorkshire and The Humber,18526,2706,375,31
"2020-05-11",region,E12000003,Yorkshire and The Humber,18151,2675,426,34
"2020-05-10",region,E12000003,Yorkshire and The Humber,17725,2641,296,49
"2020-05-09",region,E12000003,Yorkshire and The Humber,17429,2592,245,41
"2020-05-08",region,E12000003,Yorkshire and The Humber,17184,2551,352,48
"2020-05-07",region,E12000003,Yorkshire and The Humber,16832,2503,459,60
"2020-05-06",region,E12000003,Yorkshire and The Humber,16373,2443,415,57
"2020-05-05",region,E12000003,Yorkshire and The Humber,15958,2386,440,54
"2020-05-04",region,E12000003,Yorkshire and The Humber,15518,2332,350,55
"2020-05-03",region,E12000003,Yorkshire and The Humber,15168,2277,384,50
"2020-05-02",region,E12000003,Yorkshire and The Humber,14784,2227,385,58
"2020-05-01",region,E12000003,Yorkshire and The Humber,14399,2169,621,55
"2020-04-30",region,E12000003,Yorkshire and The Humber,13778,2114,578,60
"2020-04-29",region,E12000003,Yorkshire and The Humber,13200,2054,713,77
"2020-04-28",region,E12000003,Yorkshire and The Humber,12487,1977,486,60
"2020-04-27",region,E12000003,Yorkshire and The Humber,12001,1917,510,67
"2020-04-26",region,E12000003,Yorkshire and The Humber,11491,1850,423,64
"2020-04-25",region,E12000003,Yorkshire and The Humber,11068,1786,414,61
"2020-04-24",region,E12000003,Yorkshire and The Humber,10654,1725,591,71
"2020-04-23",region,E12000003,Yorkshire and The Humber,10063,1654,450,52
"2020-04-22",region,E12000003,Yorkshire and The Humber,9613,1602,563,69
"2020-04-21",region,E12000003,Yorkshire and The Humber,9050,1533,350,66
"2020-04-20",region,E12000003,Yorkshire and The Humber,8700,1467,400,73
"2020-04-19",region,E12000003,Yorkshire and The Humber,8300,1394,417,65
"2020-04-18",region,E12000003,Yorkshire and The Humber,7883,1329,364,62
"2020-04-17",region,E12000003,Yorkshire and The Humber,7519,1267,351,71
"2020-04-16",region,E12000003,Yorkshire and The Humber,7168,1196,374,82
"2020-04-15",region,E12000003,Yorkshire and The Humber,6794,1114,474,80
"2020-04-14",region,E12000003,Yorkshire and The Humber,6320,1034,314,63
"2020-04-13",region,E12000003,Yorkshire and The Humber,6006,971,326,64
"2020-04-12",region,E12000003,Yorkshire and The Humber,5680,907,268,62
"2020-04-11",region,E12000003,Yorkshire and The Humber,5412,845,261,59
"2020-04-10",region,E12000003,Yorkshire and The Humber,5151,786,299,71
"2020-04-09",region,E12000003,Yorkshire and The Humber,4852,715,303,71
"2020-04-08",region,E12000003,Yorkshire and The Humber,4549,644,318,76
"2020-04-07",region,E12000003,Yorkshire and The Humber,4231,568,336,60
"2020-04-06",region,E12000003,Yorkshire and The Humber,3895,508,321,56
"2020-04-05",region,E12000003,Yorkshire and The Humber,3574,452,217,52
"2020-04-04",region,E12000003,Yorkshire and The Humber,3357,400,202,69
"2020-04-03",region,E12000003,Yorkshire and The Humber,3155,331,293,53
"2020-04-02",region,E12000003,Yorkshire and The Humber,2862,278,242,44
"2020-04-01",region,E12000003,Yorkshire and The Humber,2620,234,297,42
"2020-03-31",region,E12000003,Yorkshire and The Humber,2323,192,319,37
"2020-03-30",region,E12000003,Yorkshire and The Humber,2004,155,286,30
"2020-03-29",region,E12000003,Yorkshire and The Humber,1718,125,228,29
"2020-03-28",region,E12000003,Yorkshire and The Humber,1490,96,207,23
"2020-03-27",region,E12000003,Yorkshire and The Humber,1283,73,153,20
"2020-03-26",region,E12000003,Yorkshire and The Humber,1130,53,177,15
"2020-03-25",region,E12000003,Yorkshire and The Humber,953,38,151,9
"2020-03-24",region,E12000003,Yorkshire and The Humber,802,29,157,7
"2020-03-23",region,E12000003,Yorkshire and The Humber,645,22,144,6
"2020-03-22",region,E12000003,Yorkshire and The Humber,501,16,95,2
"2020-03-21",region,E12000003,Yorkshire and The Humber,406,14,77,2
"2020-03-20",region,E12000003,Yorkshire and The Humber,329,12,59,2
"2020-03-19",region,E12000003,Yorkshire and The Humber,270,10,55,1
"2020-03-18",region,E12000003,Yorkshire and The Humber,215,9,47,2
"2020-03-17",region,E12000003,Yorkshire and The Humber,168,7,31,2
"2020-03-16",region,E12000003,Yorkshire and The Humber,137,5,28,2
"2020-03-15",region,E12000003,Yorkshire and The Humber,109,3,10,2
"2020-03-14",region,E12000003,Yorkshire and The Humber,99,1,12,0
"2020-03-13",region,E12000003,Yorkshire and The Humber,87,1,12,0
"2020-03-12",region,E12000003,Yorkshire and The Humber,75,1,14,1
"2020-03-11",region,E12000003,Yorkshire and The Humber,61,,10,
"2020-03-10",region,E12000003,Yorkshire and The Humber,51,,18,
"2020-03-09",region,E12000003,Yorkshire and The Humber,33,,7,
"2020-03-08",region,E12000003,Yorkshire and The Humber,26,,3,
"2020-03-07",region,E12000003,Yorkshire and The Humber,23,,5,
"2020-03-06",region,E12000003,Yorkshire and The Humber,18,,1,
"2020-03-05",region,E12000003,Yorkshire and The Humber,17,,2,
"2020-03-04",region,E12000003,Yorkshire and The Humber,15,,2,
"2020-03-03",region,E12000003,Yorkshire and The Humber,13,,4,
"2020-03-02",region,E12000003,Yorkshire and The Humber,9,,3,
"2020-03-01",region,E12000003,Yorkshire and The Humber,6,,2,
"2020-02-29",region,E12000003,Yorkshire and The Humber,4,,0,
"2020-02-28",region,E12000003,Yorkshire and The Humber,4,,2,
"2020-02-27",region,E12000003,Yorkshire and The Humber,2,,1,
"2020-02-26",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-25",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-24",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-23",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-22",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-21",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-20",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-19",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-18",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-17",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-16",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-15",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-14",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-13",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-12",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-11",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-10",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-09",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-08",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-07",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-06",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-05",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-04",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-03",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-02",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-02-01",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-01-31",region,E12000003,Yorkshire and The Humber,1,,0,
"2020-01-30",region,E12000003,Yorkshire and The Humber,1,,1,
"2020-01-29",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-28",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-27",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-26",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-25",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-24",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-23",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-22",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-21",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-20",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-19",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-18",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-17",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-16",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-15",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-14",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-13",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-12",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-11",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-10",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-09",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-08",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-07",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-06",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-05",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-04",region,E12000003,Yorkshire and The Humber,,,,
"2020-01-03",region,E12000003,Yorkshire and The Humber,,,,
"2020-12-13",region,E12000004,East Midlands,,,,
"2020-12-12",region,E12000004,East Midlands,153445,6128,78,7
"2020-12-11",region,E12000004,East Midlands,153367,6121,859,32
"2020-12-10",region,E12000004,East Midlands,152508,6089,1250,40
"2020-12-09",region,E12000004,East Midlands,151258,6049,1377,44
"2020-12-08",region,E12000004,East Midlands,149881,6005,1390,33
"2020-12-07",region,E12000004,East Midlands,148491,5972,1559,45
"2020-12-06",region,E12000004,East Midlands,146932,5927,953,42
"2020-12-05",region,E12000004,East Midlands,145979,5885,854,44
"2020-12-04",region,E12000004,East Midlands,145125,5841,1095,52
"2020-12-03",region,E12000004,East Midlands,144030,5789,1240,54
"2020-12-02",region,E12000004,East Midlands,142790,5735,1257,57
"2020-12-01",region,E12000004,East Midlands,141533,5678,1268,61
"2020-11-30",region,E12000004,East Midlands,140265,5617,1442,48
"2020-11-29",region,E12000004,East Midlands,138823,5569,795,51
"2020-11-28",region,E12000004,East Midlands,138028,5518,873,58
"2020-11-27",region,E12000004,East Midlands,137155,5460,1122,57
"2020-11-26",region,E12000004,East Midlands,136033,5403,1165,55
"2020-11-25",region,E12000004,East Midlands,134868,5348,1343,59
"2020-11-24",region,E12000004,East Midlands,133525,5289,1458,54
"2020-11-23",region,E12000004,East Midlands,132067,5235,1629,55
"2020-11-22",region,E12000004,East Midlands,130438,5180,1010,61
"2020-11-21",region,E12000004,East Midlands,129428,5119,1095,43
"2020-11-20",region,E12000004,East Midlands,128333,5076,1471,54
"2020-11-19",region,E12000004,East Midlands,126862,5022,1496,53
"2020-11-18",region,E12000004,East Midlands,125366,4969,1833,64
"2020-11-17",region,E12000004,East Midlands,123533,4905,2109,51
"2020-11-16",region,E12000004,East Midlands,121424,4854,2579,48
"2020-11-15",region,E12000004,East Midlands,118845,4806,1408,46
"2020-11-14",region,E12000004,East Midlands,117437,4760,1709,51
"2020-11-13",region,E12000004,East Midlands,115728,4709,2149,47
"2020-11-12",region,E12000004,East Midlands,113579,4662,2169,48
"2020-11-11",region,E12000004,East Midlands,111410,4614,2650,34
"2020-11-10",region,E12000004,East Midlands,108760,4580,2658,39
"2020-11-09",region,E12000004,East Midlands,106102,4541,2993,59
"2020-11-08",region,E12000004,East Midlands,103109,4482,2016,46
"2020-11-07",region,E12000004,East Midlands,101093,4436,1751,35
"2020-11-06",region,E12000004,East Midlands,99342,4401,2293,35
"2020-11-05",region,E12000004,East Midlands,97049,4366,2197,38
"2020-11-04",region,E12000004,East Midlands,94852,4328,2146,43
"2020-11-03",region,E12000004,East Midlands,92706,4285,2360,27
"2020-11-02",region,E12000004,East Midlands,90346,4258,3245,42
"2020-11-01",region,E12000004,East Midlands,87101,4216,1230,35
"2020-10-31",region,E12000004,East Midlands,85871,4181,1502,30
"2020-10-30",region,E12000004,East Midlands,84369,4151,2062,30
"2020-10-29",region,E12000004,East Midlands,82307,4121,2103,23
"2020-10-28",region,E12000004,East Midlands,80204,4098,2143,33
"2020-10-27",region,E12000004,East Midlands,78061,4065,2049,30
"2020-10-26",region,E12000004,East Midlands,76012,4035,2352,24
"2020-10-25",region,E12000004,East Midlands,73660,4011,1476,28
"2020-10-24",region,E12000004,East Midlands,72184,3983,1460,23
"2020-10-23",region,E12000004,East Midlands,70724,3960,1841,31
"2020-10-22",region,E12000004,East Midlands,68883,3929,2124,30
"2020-10-21",region,E12000004,East Midlands,66759,3899,2119,17
"2020-10-20",region,E12000004,East Midlands,64640,3882,2124,19
"2020-10-19",region,E12000004,East Midlands,62516,3863,2381,12
"2020-10-18",region,E12000004,East Midlands,60135,3851,1083,9
"2020-10-17",region,E12000004,East Midlands,59052,3842,1208,19
"2020-10-16",region,E12000004,East Midlands,57844,3823,1292,11
"2020-10-15",region,E12000004,East Midlands,56552,3812,1430,15
"2020-10-14",region,E12000004,East Midlands,55122,3797,1796,12
"2020-10-13",region,E12000004,East Midlands,53326,3785,1575,15
"2020-10-12",region,E12000004,East Midlands,51751,3770,1766,10
"2020-10-11",region,E12000004,East Midlands,49985,3760,1106,13
"2020-10-10",region,E12000004,East Midlands,48879,3747,1127,7
"2020-10-09",region,E12000004,East Midlands,47752,3740,1439,9
"2020-10-08",region,E12000004,East Midlands,46313,3731,1934,2
"2020-10-07",region,E12000004,East Midlands,44379,3729,1701,6
"2020-10-06",region,E12000004,East Midlands,42678,3723,1501,7
"2020-10-05",region,E12000004,East Midlands,41177,3716,1569,7
"2020-10-04",region,E12000004,East Midlands,39608,3709,1158,9
"2020-10-03",region,E12000004,East Midlands,38450,3700,1019,12
"2020-10-02",region,E12000004,East Midlands,37431,3688,1201,7
"2020-10-01",region,E12000004,East Midlands,36230,3681,1046,8
"2020-09-30",region,E12000004,East Midlands,35184,3673,871,6
"2020-09-29",region,E12000004,East Midlands,34313,3667,604,4
"2020-09-28",region,E12000004,East Midlands,33709,3663,561,6
"2020-09-27",region,E12000004,East Midlands,33148,3657,396,6
"2020-09-26",region,E12000004,East Midlands,32752,3651,323,2
"2020-09-25",region,E12000004,East Midlands,32429,3649,328,5
"2020-09-24",region,E12000004,East Midlands,32101,3644,333,5
"2020-09-23",region,E12000004,East Midlands,31768,3639,296,8
"2020-09-22",region,E12000004,East Midlands,31472,3631,269,6
"2020-09-21",region,E12000004,East Midlands,31203,3625,292,6
"2020-09-20",region,E12000004,East Midlands,30911,3619,265,5
"2020-09-19",region,E12000004,East Midlands,30646,3614,248,6
"2020-09-18",region,E12000004,East Midlands,30398,3608,259,3
"2020-09-17",region,E12000004,East Midlands,30139,3605,252,3
"2020-09-16",region,E12000004,East Midlands,29887,3602,243,6
"2020-09-15",region,E12000004,East Midlands,29644,3596,206,4
"2020-09-14",region,E12000004,East Midlands,29438,3592,200,7
"2020-09-13",region,E12000004,East Midlands,29238,3585,123,3
"2020-09-12",region,E12000004,East Midlands,29115,3582,141,7
"2020-09-11",region,E12000004,East Midlands,28974,3575,218,6
"2020-09-10",region,E12000004,East Midlands,28756,3569,207,4
"2020-09-09",region,E12000004,East Midlands,28549,3565,252,3
"2020-09-08",region,E12000004,East Midlands,28297,3562,311,4
"2020-09-07",region,E12000004,East Midlands,27986,3558,343,5
"2020-09-06",region,E12000004,East Midlands,27643,3553,135,6
"2020-09-05",region,E12000004,East Midlands,27508,3547,166,4
"2020-09-04",region,E12000004,East Midlands,27342,3543,182,7
"2020-09-03",region,E12000004,East Midlands,27160,3536,234,3
"2020-09-02",region,E12000004,East Midlands,26926,3533,244,4
"2020-09-01",region,E12000004,East Midlands,26682,3529,158,7
"2020-08-31",region,E12000004,East Midlands,26524,3522,87,5
"2020-08-30",region,E12000004,East Midlands,26437,3517,61,4
"2020-08-29",region,E12000004,East Midlands,26376,3513,49,2
"2020-08-28",region,E12000004,East Midlands,26327,3511,96,2
"2020-08-27",region,E12000004,East Midlands,26231,3509,84,7
"2020-08-26",region,E12000004,East Midlands,26147,3502,91,2
"2020-08-25",region,E12000004,East Midlands,26056,3500,73,4
"2020-08-24",region,E12000004,East Midlands,25983,3496,83,6
"2020-08-23",region,E12000004,East Midlands,25900,3490,52,1
"2020-08-22",region,E12000004,East Midlands,25848,3489,49,4
"2020-08-21",region,E12000004,East Midlands,25799,3485,101,1
"2020-08-20",region,E12000004,East Midlands,25698,3484,100,2
"2020-08-19",region,E12000004,East Midlands,25598,3482,101,4
"2020-08-18",region,E12000004,East Midlands,25497,3478,77,5
"2020-08-17",region,E12000004,East Midlands,25420,3473,138,4
"2020-08-16",region,E12000004,East Midlands,25282,3469,58,5
"2020-08-15",region,E12000004,East Midlands,25224,3464,55,7
"2020-08-14",region,E12000004,East Midlands,25169,3457,87,2
"2020-08-13",region,E12000004,East Midlands,25082,3455,109,6
"2020-08-12",region,E12000004,East Midlands,24973,3449,119,5
"2020-08-11",region,E12000004,East Midlands,24854,3444,176,5
"2020-08-10",region,E12000004,East Midlands,24678,3439,210,3
"2020-08-09",region,E12000004,East Midlands,24468,3436,72,8
"2020-08-08",region,E12000004,East Midlands,24396,3428,73,3
"2020-08-07",region,E12000004,East Midlands,24323,3425,91,6
"2020-08-06",region,E12000004,East Midlands,24232,3419,113,4
"2020-08-05",region,E12000004,East Midlands,24119,3415,114,3
"2020-08-04",region,E12000004,East Midlands,24005,3412,88,4
"2020-08-03",region,E12000004,East Midlands,23917,3408,108,5
"2020-08-02",region,E12000004,East Midlands,23809,3403,54,10
"2020-08-01",region,E12000004,East Midlands,23755,3393,69,11
"2020-07-31",region,E12000004,East Midlands,23686,3382,75,7
"2020-07-30",region,E12000004,East Midlands,23611,3375,110,4
"2020-07-29",region,E12000004,East Midlands,23501,3371,108,1
"2020-07-28",region,E12000004,East Midlands,23393,3370,77,4
"2020-07-27",region,E12000004,East Midlands,23316,3366,92,5
"2020-07-26",region,E12000004,East Midlands,23224,3361,38,10
"2020-07-25",region,E12000004,East Midlands,23186,3351,44,5
"2020-07-24",region,E12000004,East Midlands,23142,3346,82,4
"2020-07-23",region,E12000004,East Midlands,23060,3342,94,10
"2020-07-22",region,E12000004,East Midlands,22966,3332,88,7
"2020-07-21",region,E12000004,East Midlands,22878,3325,68,8
"2020-07-20",region,E12000004,East Midlands,22810,3317,82,11
"2020-07-19",region,E12000004,East Midlands,22728,3306,48,9
"2020-07-18",region,E12000004,East Midlands,22680,3297,63,5
"2020-07-17",region,E12000004,East Midlands,22617,3292,80,8
"2020-07-16",region,E12000004,East Midlands,22537,3284,92,8
